date,category,amount
2023-06-24 14:55:44+00:00,Coffee,17.0
2023-06-24 15:25:00+00:00,Events,51.0
2023-06-24 17:43:42+00:00,Phone,12.0
2023-06-24 18:24:52+00:00,Other,10.0
2023-06-25 04:40:39+00:00,Market,0.9
2023-06-25 06:37:13+00:00,Market,5.32
2023-06-25 14:15:31+00:00,Clothing,5.0
2023-06-25 18:00:27+00:00,Restaurant,28.0
2023-06-24 20:21:00+00:00,Joy,45.0
2023-06-24 20:30:00+00:00,Taxi,4.41
2023-06-26 05:16:42+00:00,Events,18.0
2023-06-26 05:42:57+00:00,Taxi,6.5
2023-06-26 09:28:21+00:00,Coffee,7.1
2023-06-26 09:30:16+00:00,Restaurant,50.0
2023-06-26 09:30:18+00:00,Restaurant,10.0
2023-06-26 14:07:57+00:00,Market,1.75
2023-06-26 23:41:28+00:00,Market,18.39
2023-06-27 06:07:22+00:00,Taxi,2.71
2023-06-27 06:35:22+00:00,Coffee,7.1
2023-06-27 08:37:49+00:00,Coffee,8.9
2023-06-27 09:22:03+00:00,Coffee,7.1
2023-06-27 12:58:57+00:00,Taxi,1.0
2023-06-27 15:25:14+00:00,Market,2.51
2023-06-28 05:37:35+00:00,Taxi,3.73
2023-06-28 06:07:40+00:00,Coffee,8.1
2023-06-28 10:09:04+00:00,Taxi,1.7
2023-06-28 10:39:15+00:00,Clothing,73.0
2023-06-28 11:16:12+00:00,Restaurant,13.0
2023-06-28 11:16:52+00:00,Taxi,3.8
2023-06-28 12:00:27+00:00,Phone,1.0
2023-06-29 03:58:46+00:00,Transport,10.0
2023-06-29 04:42:38+00:00,Coffee,7.1
2023-06-29 11:25:51+00:00,Coffee,1.0
2023-06-29 16:07:18+00:00,Joy,72.0
2023-06-29 16:27:45+00:00,Market,3.2
2023-06-30 05:41:44+00:00,Taxi,4.02
2023-06-30 05:41:48+00:00,Market,1.65
2023-06-30 06:01:03+00:00,Coffee,7.1
2023-06-30 09:34:35+00:00,Coffee,9.0
2023-06-30 10:23:10+00:00,Taxi,1.5
2023-06-30 11:39:20+00:00,Taxi,4.0
2023-06-30 12:30:06+00:00,Market,9.7
2023-06-30 16:46:52+00:00,Taxi,3.73
2023-06-30 17:19:26+00:00,Coffee,8.1
2023-07-01 02:38:43+00:00,Phone,1.0
2023-07-01 08:16:19+00:00,Restaurant,34.0
2023-07-02 05:18:16+00:00,Taxi,4.0
2023-07-02 05:21:38+00:00,Market,2.6
2023-07-02 05:42:50+00:00,Coffee,7.1
2023-07-02 08:04:10+00:00,Coffee,9.0
2023-07-02 10:25:25+00:00,Taxi,4.0
2023-07-02 12:28:59+00:00,Joy,30.0
2023-07-02 16:45:06+00:00,Sport,20.0
2023-07-02 16:45:08+00:00,Clothing,194.0
2023-07-02 17:25:31+00:00,Coffee,16.0
2023-07-02 18:29:34+00:00,Phone,5.0
2023-07-02 18:30:27+00:00,Taxi,7.0
2023-07-03 04:50:00+00:00,Market,3.36
2023-07-03 07:51:15+00:00,Restaurant,5.0
2023-07-03 09:35:20+00:00,Learning,12.0
2023-07-03 10:38:51+00:00,Learning,3.0
2023-07-04 05:03:17+00:00,Market,2.0
2023-07-04 08:25:18+00:00,Business Lunch,6.0
2023-07-04 16:52:11+00:00,Restaurant,70.0
2023-07-04 18:25:02+00:00,Other,10.0
2023-07-05 04:51:48+00:00,Market,0.9
2023-07-05 07:04:33+00:00,Restaurant,4.75
2023-07-05 10:03:56+00:00,Business Lunch,24.0
2023-07-05 15:04:04+00:00,Market,15.0
2023-07-06 04:57:21+00:00,Market,8.0
2023-07-06 06:40:08+00:00,Restaurant,3.8
2023-07-06 15:04:53+00:00,Market,5.83
2023-07-07 07:47:29+00:00,Business Lunch,11.0
2023-07-07 11:53:57+00:00,Market,1.77
2023-07-08 10:25:05+00:00,Restaurant,7.4
2023-07-08 11:27:32+00:00,Market,1.85
2023-07-09 05:52:05+00:00,Coffee,16.0
2023-07-09 09:14:58+00:00,Coffee,8.1
2023-07-09 13:27:53+00:00,Market,0.85
2023-07-09 14:10:29+00:00,Restaurant,10.8
2023-07-09 14:38:56+00:00,Market,13.0
2023-07-10 04:29:57+00:00,Market,2.25
2023-07-10 09:59:49+00:00,Business Lunch,7.0
2023-07-10 13:24:25+00:00,Market,1.5
2023-07-10 14:44:15+00:00,Market,4.86
2023-07-11 04:51:42+00:00,Market,2.33
2023-07-11 10:00:00+00:00,Market,3.57
2023-07-11 19:54:49+00:00,Restaurant,39.0
2023-07-12 02:14:17+00:00,Transport,0.6
2023-07-12 03:03:52+00:00,Market,13.0
2023-07-12 04:16:01+00:00,Market,6.33
2023-07-12 10:28:42+00:00,Business Lunch,10.0
2023-07-12 14:33:47+00:00,Coffee,9.5
2023-07-13 04:24:43+00:00,Communal,170.0
2023-07-13 04:35:21+00:00,Other,3.4
2023-07-13 04:51:39+00:00,Market,4.7
2023-07-13 06:06:39+00:00,Phone,10.0
2023-07-13 10:38:43+00:00,Market,16.0
2023-07-13 15:21:57+00:00,Coffee,7.1
2023-07-14 04:41:49+00:00,Market,1.0
2023-07-14 08:23:52+00:00,Business Lunch,7.5
2023-07-14 10:48:16+00:00,Market,1.0
2023-07-14 14:44:29+00:00,Other,10.0
2023-07-14 15:34:28+00:00,Market,13.0
2023-07-15 07:32:55+00:00,Transport,5.0
2023-07-15 08:09:55+00:00,Coffee,16.0
2023-07-15 11:23:29+00:00,Clothing,39.0
2023-07-15 14:23:20+00:00,Events,100.0
2023-07-15 23:07:39+00:00,Restaurant,25.0
2023-07-16 08:52:32+00:00,Coffee,7.1
2023-07-16 10:12:26+00:00,Coffee,16.0
2023-07-16 14:10:06+00:00,Coffee,7.1
2023-07-16 14:10:08+00:00,Market,0.5
2023-07-16 16:53:31+00:00,Learning,8.5
2023-07-16 18:39:04+00:00,Restaurant,7.3
2023-07-16 18:40:01+00:00,Market,7.27
2023-07-17 06:19:26+00:00,Clothing,3.0
2023-07-17 07:28:09+00:00,Business Lunch,3.75
2023-07-17 08:40:18+00:00,Phone,2.0
2023-07-17 09:18:45+00:00,Clothing,127.0
2023-07-17 09:35:32+00:00,Market,5.0
2023-07-17 14:23:55+00:00,Coffee,8.4
2023-07-17 16:04:25+00:00,Coffee,7.1
2023-07-18 05:25:44+00:00,Market,1.5
2023-07-18 06:56:40+00:00,Business Lunch,3.8
2023-07-18 15:22:02+00:00,Coffee,8.4
2023-07-18 17:22:21+00:00,Coffee,7.4
2023-07-19 07:08:03+00:00,Market,3.75
2023-07-19 10:03:29+00:00,Market,3.0
2023-07-19 15:20:43+00:00,Coffee,8.4
2023-07-19 17:07:58+00:00,Coffee,8.9
2023-07-19 20:29:45+00:00,Market,2.1
2023-07-20 07:08:21+00:00,Transport,4.0
2023-07-20 09:02:44+00:00,Taxi,2.0
2023-07-20 09:13:33+00:00,Coffee,7.1
2023-07-20 09:14:44+00:00,Coffee,7.1
2023-07-20 12:00:38+00:00,Coffee,7.1
2023-07-20 12:21:05+00:00,Phone,3.0
2023-07-20 14:21:50+00:00,Market,12.0
2023-07-20 14:25:21+00:00,Market,4.0
2023-07-21 02:51:05+00:00,Coffee,15.0
2023-07-26 18:11:45+00:00,Tech,10.0
2023-07-26 18:11:58+00:00,Restaurant,51.0
2023-07-26 18:12:38+00:00,Fuel,20.0
2023-07-26 18:15:44+00:00,Clothing,708.0
2023-07-26 18:16:33+00:00,Taxi,110.0
2023-07-26 18:16:43+00:00,Travel,2500.0
2023-07-26 18:17:13+00:00,Market,3.0
2023-07-28 07:59:35+00:00,Clothing,36.0
2023-07-28 07:59:37+00:00,Health,55.0
2023-07-28 14:18:16+00:00,Restaurant,19.0
2023-07-28 15:42:26+00:00,Market,29.0
2023-07-28 15:42:40+00:00,Clothing,20.0
2023-07-28 15:43:01+00:00,Clothing,10.0
2023-07-28 19:13:46+00:00,Restaurant,14.0
2023-07-28 19:48:21+00:00,Events,158.0
2023-07-30 14:41:25+00:00,Coffee,8.1
2023-07-30 17:03:01+00:00,Learning,10.9
2023-07-30 17:53:26+00:00,Market,5.4
2023-08-02 14:26:48+00:00,Coffee,16.0
2023-08-02 15:21:56+00:00,Transport,5.0
2023-08-03 07:26:02+00:00,Market,5.0
2023-08-03 10:42:19+00:00,Phone,3.0
2023-08-03 14:46:09+00:00,Other,45.0
2023-08-04 07:45:54+00:00,Phone,10.0
2023-08-04 08:21:57+00:00,Business Lunch,7.2
2023-08-04 08:22:42+00:00,Business Lunch,1.5
2023-08-04 14:26:53+00:00,Coffee,9.0
2023-08-04 19:15:24+00:00,Market,15.0
2023-08-05 07:35:01+00:00,Market,11.0
2023-08-05 07:58:02+00:00,Coffee,8.1
2023-08-05 13:35:09+00:00,Restaurant,6.0
2023-08-05 13:37:23+00:00,Sport,20.0
2023-08-05 14:58:18+00:00,Coffee,7.1
2023-08-06 06:17:26+00:00,Coffee,7.1
2023-08-06 08:38:09+00:00,Restaurant,9.0
2023-08-06 10:48:03+00:00,Coffee,7.1
2023-08-06 12:00:17+00:00,Phone,5.0
2023-08-07 08:14:27+00:00,Business Lunch,3.5
2023-08-07 11:12:04+00:00,Market,5.7
2023-08-07 14:34:00+00:00,Coffee,8.1
2023-08-07 16:51:09+00:00,Learning,11.5
2023-08-07 16:58:16+00:00,Transport,5.0
2023-08-08 04:10:20+00:00,Market,2.34
2023-08-08 09:50:37+00:00,Business Lunch,11.0
2023-08-08 14:44:01+00:00,Coffee,7.1
2023-08-08 19:20:21+00:00,Market,14.0
2023-08-09 10:08:20+00:00,Business Lunch,8.0
2023-08-10 04:54:53+00:00,Market,5.18
2023-08-10 10:47:32+00:00,Market,1.0
2023-08-11 04:29:28+00:00,Market,1.8
2023-08-11 08:57:12+00:00,Business Lunch,6.75
2023-08-11 09:16:02+00:00,Learning,11.61
2023-08-11 14:32:05+00:00,Coffee,16.0
2023-08-11 18:15:26+00:00,Taxi,2.0
2023-08-11 18:16:04+00:00,Communal,150.0
2023-08-12 08:39:58+00:00,Coffee,7.1
2023-08-12 10:01:46+00:00,Transport,5.2
2023-08-12 12:44:50+00:00,Restaurant,40.0
2023-08-12 17:34:36+00:00,Other,10.0
2023-08-13 12:13:31+00:00,Restaurant,11.0
2023-08-14 05:02:30+00:00,Market,1.49
2023-08-14 09:30:03+00:00,Business Lunch,7.0
2023-08-14 16:26:47+00:00,Market,16.35
2023-08-15 06:32:32+00:00,Restaurant,3.75
2023-08-15 09:14:59+00:00,Coffee,6.1
2023-08-15 15:24:39+00:00,Coffee,8.1
2023-08-15 19:37:39+00:00,Market,17.32
2023-08-16 06:57:20+00:00,Market,1.75
2023-08-16 06:57:27+00:00,Restaurant,4.0
2023-08-16 09:06:36+00:00,Coffee,6.1
2023-08-16 14:26:41+00:00,Coffee,8.1
2023-08-16 18:54:55+00:00,Market,2.76
2023-08-17 10:12:37+00:00,Business Lunch,10.0
2023-08-17 15:24:50+00:00,Coffee,7.1
2023-08-17 17:02:06+00:00,Phone,10.0
2023-08-18 05:21:26+00:00,Market,4.48
2023-08-18 08:29:01+00:00,Other,2.0
2023-08-18 09:50:04+00:00,Market,1.55
2023-08-18 10:24:15+00:00,Learning,45.0
2023-08-18 14:16:44+00:00,Coffee,6.1
2023-08-18 16:05:05+00:00,Coffee,6.1
2023-08-18 17:19:02+00:00,Taxi,2.5
2023-08-19 06:03:57+00:00,Coffee,14.2
2023-08-19 13:26:54+00:00,Market,2.5
2023-08-19 14:12:38+00:00,Transport,5.0
2023-08-19 14:18:00+00:00,Coffee,18.0
2023-08-20 06:17:35+00:00,Coffee,5.8
2023-08-20 07:25:43+00:00,Market,1.4
2023-08-20 07:52:25+00:00,Market,0.6
2023-08-21 04:27:27+00:00,Joy,42.0
2023-08-21 05:16:41+00:00,Market,1.82
2023-08-21 09:36:15+00:00,Business Lunch,10.0
2023-08-21 09:43:16+00:00,Learning,16.2
2023-08-22 04:52:52+00:00,Market,6.39
2023-08-22 10:03:28+00:00,Market,12.0
2023-08-22 14:34:38+00:00,Coffee,7.1
2023-08-23 04:29:27+00:00,Market,6.27
2023-08-23 04:44:23+00:00,Market,2.42
2023-08-23 09:47:33+00:00,Business Lunch,10.0
2023-08-23 13:23:53+00:00,Other,3.5
2023-08-23 14:39:24+00:00,Coffee,8.1
2023-08-24 04:54:29+00:00,Market,3.0
2023-08-24 14:10:00+00:00,Coffee,6.1
2023-08-25 04:52:38+00:00,Market,5.41
2023-08-25 15:17:13+00:00,Other,10.0
2023-08-25 15:50:39+00:00,Phone,3.0
2023-08-26 03:15:42+00:00,Market,11.0
2023-08-26 04:59:30+00:00,Coffee,16.0
2023-08-26 07:44:13+00:00,Coffee,11.8
2023-08-26 10:13:46+00:00,Other,10.0
2023-08-26 10:19:47+00:00,Coffee,14.2
2023-08-27 11:03:57+00:00,Market,17.0
2023-08-27 16:02:36+00:00,Market,11.0
2023-08-28 04:52:48+00:00,Market,2.5
2023-08-28 08:53:57+00:00,Transport,5.0
2023-08-28 14:50:36+00:00,Market,7.73
2023-08-29 04:48:45+00:00,Market,3.0
2023-08-29 07:41:17+00:00,Market,11.0
2023-08-29 07:50:12+00:00,Market,5.0
2023-08-29 13:55:54+00:00,Taxi,3.0
2023-08-29 15:58:45+00:00,Taxi,4.0
2023-08-29 15:58:47+00:00,Restaurant,26.0
2023-08-29 16:58:27+00:00,Coffee,8.1
2023-08-30 05:13:00+00:00,Market,2.0
2023-08-30 10:02:54+00:00,Market,1.75
2023-08-30 14:24:48+00:00,Coffee,7.1
2023-08-30 17:53:01+00:00,Market,7.4
2023-08-31 09:59:41+00:00,Market,13.62
2023-08-31 16:04:26+00:00,Coffee,6.1
2023-09-01 04:53:37+00:00,Market,22.43
2023-09-01 14:09:39+00:00,Coffee,7.4
2023-09-01 16:01:58+00:00,Coffee,7.1
2023-09-02 14:44:38+00:00,Market,5.0
2023-09-04 04:49:43+00:00,Market,2.0
2023-09-04 10:16:22+00:00,Sport,20.0
2023-09-04 10:35:52+00:00,Joy,3.0
2023-09-04 17:15:58+00:00,Restaurant,66.0
2023-09-04 17:55:53+00:00,Market,3.0
2023-09-05 04:37:23+00:00,Market,13.0
2023-09-05 09:27:50+00:00,Business Lunch,10.0
2023-09-05 14:15:27+00:00,Coffee,7.4
2023-09-06 08:54:36+00:00,Coffee,22.0
2023-09-06 09:08:52+00:00,Coffee,7.5
2023-09-06 13:57:52+00:00,Phone,5.0
2023-09-06 14:41:29+00:00,Restaurant,1.0
2023-09-06 03:41:00+00:00,Restaurant,30.0
2023-09-07 16:25:50+00:00,Coffee,24.0
2023-09-07 16:25:52+00:00,Market,1.0
2023-09-07 16:25:56+00:00,Business Lunch,10.0
2023-09-07 17:58:16+00:00,Market,12.0
2023-09-08 04:54:30+00:00,Market,13.0
2023-09-08 17:00:06+00:00,Restaurant,17.0
2023-09-09 10:24:22+00:00,Transport,8.0
2023-09-09 15:17:18+00:00,Other,10.0
2023-09-09 16:38:16+00:00,Market,11.0
2023-09-10 07:37:12+00:00,Restaurant,39.0
2023-09-10 07:37:14+00:00,Coffee,7.1
2023-09-10 07:37:16+00:00,Coffee,6.0
2023-09-10 13:21:28+00:00,Restaurant,10.0
2023-09-10 13:24:58+00:00,Communal,168.0
2023-09-11 04:20:23+00:00,Market,6.0
2023-09-11 09:31:25+00:00,Business Lunch,8.0
2023-09-11 14:09:57+00:00,Coffee,7.4
2023-09-11 17:14:14+00:00,Market,10.0
2023-09-12 04:14:27+00:00,Market,5.65
2023-09-12 09:34:47+00:00,Business Lunch,20.0
2023-09-12 14:27:04+00:00,Coffee,8.1
2023-09-12 17:42:07+00:00,Market,10.0
2023-09-13 04:28:38+00:00,Market,5.65
2023-09-13 07:02:02+00:00,Learning,90.0
2023-09-13 09:52:43+00:00,Business Lunch,20.0
2023-09-13 14:30:38+00:00,Coffee,7.1
2023-09-14 04:33:15+00:00,Market,12.0
2023-09-14 06:10:34+00:00,Phone,10.0
2023-09-14 07:23:26+00:00,Restaurant,12.0
2023-09-14 18:00:26+00:00,Coffee,6.1
2023-09-15 09:56:48+00:00,Market,3.0
2023-09-15 17:15:40+00:00,Coffee,6.1
2023-09-15 17:38:45+00:00,Transport,5.0
2023-09-16 08:27:08+00:00,Coffee,7.1
2023-09-16 11:23:54+00:00,Coffee,8.1
2023-09-16 17:21:28+00:00,Restaurant,73.0
2023-09-16 18:25:58+00:00,Market,11.41
2023-09-17 07:15:24+00:00,Coffee,7.1
2023-09-17 12:17:52+00:00,Taxi,2.5
2023-09-17 12:26:00+00:00,Coffee,16.0
2023-09-17 13:47:05+00:00,Coffee,8.0
2023-09-17 17:49:42+00:00,Restaurant,61.6
2023-09-18 04:53:31+00:00,Market,11.0
2023-09-18 07:44:15+00:00,Other,15.0
2023-09-18 09:41:14+00:00,Business Lunch,10.0
2023-09-18 14:18:39+00:00,Coffee,6.6
2023-09-18 18:10:35+00:00,Transport,5.0
2023-09-18 19:16:28+00:00,Market,28.0
2023-09-19 14:26:33+00:00,Coffee,7.1
2023-09-19 14:26:34+00:00,Business Lunch,6.0
2023-09-19 15:29:11+00:00,Coffee,16.0
2023-09-20 09:52:34+00:00,Business Lunch,12.0
2023-09-20 15:32:53+00:00,Coffee,7.1
2023-09-20 18:54:47+00:00,Market,8.33
2023-09-21 06:47:52+00:00,Market,9.0
2023-09-21 09:44:12+00:00,Business Lunch,7.0
2023-09-21 10:05:29+00:00,Market,7.61
2023-09-21 11:15:19+00:00,Phone,25.0
2023-09-21 14:47:19+00:00,Coffee,7.1
2023-09-22 12:26:07+00:00,Business Lunch,6.0
2023-09-22 15:26:30+00:00,Coffee,15.5
2023-09-22 15:50:17+00:00,Coffee,8.1
2023-09-23 08:15:47+00:00,Coffee,7.1
2023-09-23 12:16:53+00:00,Restaurant,90.0
2023-09-23 12:17:04+00:00,Other,70.0
2023-09-23 12:17:14+00:00,Coffee,7.1
2023-09-24 15:51:13+00:00,Market,1.0
2023-09-24 15:51:29+00:00,Market,6.57
2023-09-24 15:51:32+00:00,Market,4.35
2023-09-24 15:51:41+00:00,Fuel,20.0
2023-09-25 09:43:48+00:00,Business Lunch,11.0
2023-09-25 09:50:29+00:00,Market,30.0
2023-09-25 14:34:01+00:00,Coffee,7.1
2023-09-25 16:24:29+00:00,Transport,5.0
2023-09-25 17:08:15+00:00,Market,5.35
2023-09-26 07:53:49+00:00,Market,3.0
2023-09-26 15:43:31+00:00,Coffee,16.0
2023-09-26 18:26:31+00:00,Communal,9.0
2023-09-26 18:29:54+00:00,Phone,1.0
2023-09-27 10:06:44+00:00,Business Lunch,6.0
2023-09-27 14:37:35+00:00,Coffee,16.0
2023-09-27 19:33:29+00:00,Market,4.6
2023-09-28 14:13:00+00:00,Coffee,16.0
2023-09-28 14:13:04+00:00,Business Lunch,6.0
2023-09-29 09:52:27+00:00,Business Lunch,7.0
2023-09-29 14:19:35+00:00,Market,17.0
2023-09-30 13:00:23+00:00,Restaurant,22.0
2023-09-30 14:29:51+00:00,Phone,1.0
2023-09-30 19:49:25+00:00,Transport,5.0
2023-09-30 16:30:42+00:00,Market,3.5
2023-10-01 10:18:08+00:00,Coffee,7.3
2023-10-01 10:18:10+00:00,Restaurant,20.0
2023-10-01 11:56:23+00:00,Sport,20.0
2023-10-01 12:26:32+00:00,Other,10.0
2023-10-01 15:16:26+00:00,Market,29.0
2023-10-02 10:20:00+00:00,Business Lunch,6.0
2023-10-02 15:51:24+00:00,Coffee,8.0
2023-10-03 03:58:40+00:00,Market,6.0
2023-10-03 15:24:37+00:00,Coffee,16.0
2023-10-04 07:14:16+00:00,Phone,2.0
2023-10-04 07:46:22+00:00,Business Lunch,6.8
2023-10-04 14:38:14+00:00,Market,1.5
2023-10-05 07:41:10+00:00,Business Lunch,6.8
2023-10-05 14:21:18+00:00,Coffee,16.0
2023-10-05 17:55:09+00:00,Transport,5.0
2023-10-06 04:55:32+00:00,Market,4.58
2023-10-06 06:59:39+00:00,Coffee,3.0
2023-10-06 06:59:41+00:00,Learning,6.0
2023-10-06 14:14:23+00:00,Coffee,7.1
2023-10-06 18:20:20+00:00,Market,9.27
2023-10-06 18:20:39+00:00,Business Lunch,7.5
2023-10-07 11:24:10+00:00,Coffee,7.1
2023-10-07 13:37:18+00:00,Coffee,8.4
2023-10-07 18:34:24+00:00,Restaurant,32.0
2023-10-08 06:42:56+00:00,Coffee,8.4
2023-10-08 09:43:51+00:00,Coffee,23.0
2023-10-08 09:43:54+00:00,Phone,3.0
2023-10-08 11:16:45+00:00,Market,0.5
2023-10-08 11:46:02+00:00,Restaurant,5.4
2023-10-08 12:01:37+00:00,Coffee,8.4
2023-10-08 14:35:58+00:00,Market,6.81
2023-10-09 07:33:18+00:00,Restaurant,6.8
2023-10-09 09:15:51+00:00,Coffee,3.0
2023-10-09 14:15:28+00:00,Tech,25.0
2023-10-09 14:50:01+00:00,Coffee,16.0
2023-10-09 19:45:00+00:00,Market,10.17
2023-10-10 08:08:29+00:00,Health,350.0
2023-10-10 08:59:20+00:00,Coffee,3.0
2023-10-10 14:16:01+00:00,Coffee,16.0
2023-10-11 06:00:25+00:00,Market,16.0
2023-10-11 06:45:43+00:00,Events,100.0
2023-10-11 08:00:24+00:00,Market,6.8
2023-10-11 15:47:50+00:00,Coffee,14.1
2023-10-12 15:52:57+00:00,Business Lunch,19.0
2023-10-12 19:12:16+00:00,Transport,5.0
2023-10-13 06:36:16+00:00,Business Lunch,6.8
2023-10-13 14:11:40+00:00,Restaurant,4.0
2023-10-13 14:12:04+00:00,Joy,45.0
2023-10-13 15:01:17+00:00,Coffee,16.0
2023-10-14 16:55:57+00:00,Market,4.23
2023-10-15 13:14:59+00:00,Coffee,17.0
2023-10-15 18:54:02+00:00,Coffee,9.0
2023-10-15 20:38:26+00:00,Market,11.0
2023-10-16 04:47:21+00:00,Market,5.22
2023-10-16 15:19:11+00:00,Phone,4.0
2023-10-16 15:33:24+00:00,Taxi,2.5
2023-10-15 20:00:54+00:00,Restaurant,31.0
2023-10-17 04:58:22+00:00,Coffee,4.0
2023-10-17 04:58:39+00:00,Market,3.13
2023-10-17 14:23:19+00:00,Coffee,7.1
2023-10-17 15:57:52+00:00,Coffee,9.0
2023-10-18 04:56:52+00:00,Coffee,4.0
2023-10-18 09:19:29+00:00,Business Lunch,8.0
2023-10-18 14:06:36+00:00,Coffee,7.1
2023-10-18 19:33:29+00:00,Market,3.0
2023-10-19 07:15:45+00:00,Business Lunch,6.8
2023-10-19 12:13:57+00:00,Coffee,10.0
2023-10-19 14:27:43+00:00,Coffee,7.1
2023-10-19 18:31:13+00:00,Other,10.0
2023-10-19 18:31:17+00:00,Transport,5.0
2023-10-20 05:01:07+00:00,Market,3.0
2023-10-20 07:05:51+00:00,Business Lunch,7.0
2023-10-20 17:22:40+00:00,Taxi,3.0
2023-10-20 17:34:54+00:00,Events,5.0
2023-10-20 17:34:56+00:00,Events,100.0
2023-10-21 09:37:03+00:00,Coffee,7.1
2023-10-21 12:04:27+00:00,Coffee,7.1
2023-10-21 17:48:53+00:00,Market,6.0
2023-10-21 17:48:55+00:00,Restaurant,40.0
2023-10-22 02:57:29+00:00,Phone,10.0
2023-10-22 07:04:06+00:00,Fuel,5.0
2023-10-22 07:04:10+00:00,Restaurant,13.0
2023-10-22 07:18:49+00:00,Fuel,4.0
2023-10-22 09:53:52+00:00,Restaurant,4.0
2023-10-22 12:26:50+00:00,Coffee,7.1
2023-10-22 18:29:22+00:00,Market,8.0
2023-10-23 04:44:50+00:00,Coffee,5.0
2023-10-23 05:29:28+00:00,Events,29.0
2023-10-23 09:35:46+00:00,Coffee,17.0
2023-10-23 15:39:32+00:00,Learning,1.4
2023-10-23 16:25:22+00:00,Market,2.4
2023-10-24 04:38:27+00:00,Coffee,4.16
2023-10-24 04:42:10+00:00,Coffee,4.0
2023-10-24 07:41:28+00:00,Business Lunch,6.7
2023-10-24 09:06:09+00:00,Other,3.0
2023-10-24 14:17:58+00:00,Coffee,7.1
2023-10-25 07:23:38+00:00,Business Lunch,6.8
2023-10-25 09:49:36+00:00,Market,5.3
2023-10-25 12:23:38+00:00,Restaurant,6.3
2023-10-25 14:37:13+00:00,Coffee,7.1
2023-10-25 17:11:58+00:00,Transport,5.0
2023-10-26 07:33:32+00:00,Business Lunch,6.7
2023-10-26 11:40:42+00:00,Market,9.0
2023-10-26 14:39:30+00:00,Coffee,17.0
2023-10-26 18:48:52+00:00,Market,3.73
2023-10-27 04:28:12+00:00,Market,7.2
2023-10-27 14:28:11+00:00,Coffee,7.1
2023-10-27 17:49:09+00:00,Coffee,10.8
2023-10-27 19:09:00+00:00,Market,8.14
2023-10-28 08:28:59+00:00,Coffee,7.1
2023-10-28 19:37:07+00:00,Restaurant,78.0
2023-10-29 04:43:34+00:00,Market,5.0
2023-10-29 10:39:16+00:00,Market,6.0
2023-10-29 10:58:30+00:00,Coffee,16.0
2023-10-30 04:31:30+00:00,Market,5.62
2023-10-30 09:50:58+00:00,Business Lunch,10.0
2023-10-30 14:22:46+00:00,Coffee,7.1
2023-10-30 18:41:42+00:00,Transport,5.0
2023-10-31 04:52:51+00:00,Market,4.1
2023-10-31 14:47:33+00:00,Coffee,7.1
2023-10-31 14:47:38+00:00,Business Lunch,6.3
2023-10-31 18:30:28+00:00,Market,30.0
2023-11-01 04:36:48+00:00,Market,5.36
2023-11-01 09:35:03+00:00,Business Lunch,10.0
2023-11-01 14:25:43+00:00,Coffee,7.1
2023-11-01 18:58:02+00:00,Market,4.54
2023-11-02 03:18:15+00:00,Phone,10.0
2023-11-02 04:40:11+00:00,Sport,20.0
2023-11-02 10:19:41+00:00,Business Lunch,10.0
2023-11-02 14:23:33+00:00,Coffee,7.1
2023-11-02 17:43:58+00:00,Market,17.0
2023-11-03 10:11:44+00:00,Business Lunch,7.0
2023-11-03 12:24:39+00:00,Coffee,15.0
2023-11-03 14:29:27+00:00,Coffee,7.9
2023-11-03 17:43:51+00:00,Other,10.0
2023-11-04 04:37:53+00:00,Market,5.13
2023-11-04 09:53:00+00:00,Coffee,15.0
2023-11-04 14:21:29+00:00,Coffee,18.0
2023-11-05 07:44:15+00:00,Coffee,17.0
2023-11-05 11:22:11+00:00,Phone,3.0
2023-11-05 14:43:58+00:00,Taxi,2.5
2023-11-05 19:10:22+00:00,Joy,100.0
2023-11-05 19:41:55+00:00,Market,14.0
2023-11-06 04:31:29+00:00,Market,5.5
2023-11-06 09:48:55+00:00,Market,2.73
2023-11-06 14:03:27+00:00,Transport,5.0
2023-11-06 17:09:15+00:00,Restaurant,23.0
2023-11-06 17:26:04+00:00,Market,1.73
2023-11-07 10:13:59+00:00,Business Lunch,10.0
2023-11-07 14:30:10+00:00,Coffee,17.0
2023-11-08 13:40:48+00:00,Restaurant,7.4
2023-11-08 13:41:38+00:00,Coffee,7.9
2023-11-08 14:52:14+00:00,Market,21.37
2023-11-08 14:55:36+00:00,Market,3.0
2023-11-08 15:00:35+00:00,Market,2.29
2023-11-09 12:45:19+00:00,Market,6.6
2023-11-10 10:19:09+00:00,Market,0.5
2023-11-10 10:19:11+00:00,Taxi,2.5
2023-11-10 10:39:25+00:00,Coffee,10.0
2023-11-10 12:38:02+00:00,Market,6.9
2023-11-10 12:51:09+00:00,Clothing,4.0
2023-11-11 09:28:43+00:00,Restaurant,5.5
2023-11-11 09:28:47+00:00,Coffee,9.5
2023-11-11 10:33:06+00:00,Transport,5.0
2023-11-11 11:10:19+00:00,Coffee,9.5
2023-11-11 13:07:48+00:00,Market,9.4
2023-11-12 09:21:49+00:00,Coffee,9.5
2023-11-12 12:21:50+00:00,Restaurant,5.5
2023-11-12 14:01:05+00:00,Coffee,9.5
2023-11-13 04:58:11+00:00,Market,0.9
2023-11-13 07:04:07+00:00,Other,22.95
2023-11-13 10:02:38+00:00,Business Lunch,10.0
